gallery,date,termFreqs
akb48,2021-08-29,"(.,43.46734391697105),(끊고,27.725822456267487),(ㄷ,27.10734718505603),(그렇고,17.579911390025543),(사쿠라,15.160235542468875),(..,14.73124792299942),(.,14.489114638990351),(일본,13.152462075950329),(→,10.802188486999157),(no,10.688859801692153),(좆까,10.619866930205204),(나코는,10.619866930205204),(나코는,10.619866930205204),(커여운데,10.619866930205204),(나코는,10.619866930205204),(다르긴,10.619866930205204),(하이브걸즈,10.619866930205204),(원툴인데,10.619866930205204),(페로몬,10.619866930205204),(나코는,10.619866930205204),(여가부,10.619866930205204),(안좋아하는데,10.587077107382212),(디스,10.587077107382212),(있는거임,10.587077107382212),(눈빛이,10.587077107382212),(장군,10.587077107382212),(너무좋아,10.587077107382212),(999에,10.587077107382212),(999에,10.587077107382212),(너무좋아,10.587077107382212),(나온대,10.587077107382212),(마이클,10.587077107382212),(앨범은,10.587077107382212),(코카콜라,10.587077107382212),(부를,10.587077107382212),(나혼자,10.555328409067632),(한국인들이,10.555328409067632),(허구헌날,10.555328409067632),(실망이네,10.555328409067632),(경찰에,10.555328409067632)"
akb48,2021-08-30,"(.,21.733671958485527),(.,21.733671958485527),(.,21.733671958485527),(.,21.733671958485527),(사시,20.664369715506844),(시요밍,20.6149844903261),(양민,20.3418334203146),(뽀삐,19.662819139681865),(여행,18.73420792341967),(강한,18.1164393632149),(\",17.68982915858706),(\",17.68982915858706),(\",17.68982915858706),(\",17.68982915858706),(위한,16.530644196560893),(ㅗㅜㅑ,16.049224446496673),(보지,15.473860301593113),(.,14.489114638990351),(.,14.489114638990351),(.,14.489114638990351),(.,14.489114638990351),(.,14.489114638990351),(ㄷ,13.553673592528016),(일본,13.152462075950329),(여자,12.591468547900448),(하는,11.758584214421816),(코로나때문에,10.653768481880885),(얀센,10.619866930205204),(나코는,10.619866930205204),(힘으로,10.619866930205204),(나코는,10.619866930205204),(들어올,10.619866930205204),(나코는,10.619866930205204),(진실을,10.619866930205204),(했어요,10.619866930205204),(말라는,10.619866930205204),(했어요,10.619866930205204),(눈물나네,10.619866930205204),(깨지면,10.619866930205204),(나코는,10.619866930205204)"
akb48,2021-08-31,"(성적이,19.787859853644534),(나코는,10.619866930205204),(화려한,10.619866930205204),(피곤해서,10.587077107382212),(얼굴형,10.555328409067632),(욕하는애들,10.555328409067632),(근황.gif,10.524556750400878),(해야되냐,10.524556750400878),(성소,10.524556750400878),(성소,10.524556750400878),(백신맞은,10.494703787251197),(영상에,10.465716250377945),(노네,10.465716250377945),(한국인들은,10.465716250377945),(안오는,10.437545373411249),(히토미가,10.383478152140972),(따먹고싶다,10.383478152140972),(충격이네,10.383478152140972),(반도,10.357502665737712),(마렵노,10.357502665737712),(마감,10.332184857753422),(시요밍,10.30749224516305),(다시보니,10.28339469358399),(있었냐,10.28339469358399),(밑,10.28339469358399),(얼굴을,10.28339469358399),(생각해?,10.259864196173796),(줘야,10.236874677949096),(쇼룸,10.236874677949096),(풍선,10.214401822097038),(나왔던,10.214401822097038),(불과,10.214401822097038),(주냐,10.192422915378263),(가지마,10.1709167101573),(버림,10.1709167101573),(양민,10.1709167101573),(둘은,10.1709167101573),(왜또,10.149863300959467),(재앙지원금으로,10.149863300959467),(듣보,10.109041306439211)"
akb48,2021-09-01,"(.,36.222786597475874),(.,21.733671958485527),(질싸,21.239733860410407),(짱,19.516768869652086),(짱,19.516768869652086),(',19.25323031438984),(이쁘고,18.792182997166176),(하루,15.10673117152601),(남자,13.723544814139586),(나가라고,10.653768481880885),(올리는데,10.619866930205204),(수정,10.619866930205204),(예능은,10.619866930205204),(미레이,10.619866930205204),(질싸,10.619866930205204),(나코는,10.619866930205204),(여가부,10.619866930205204),(민폐,10.619866930205204),(좋아했던,10.619866930205204),(까이네,10.619866930205204),(나코는,10.619866930205204),(수장,10.619866930205204),(나코는,10.619866930205204),(이거잖아,10.619866930205204),(팔자,10.619866930205204),(메이크업,10.619866930205204),(이재용,10.619866930205204),(큰일,10.587077107382212),(신난,10.587077107382212),(보도,10.587077107382212),(지나고,10.587077107382212),(장면이,10.587077107382212),(커짐,10.587077107382212),(다님?,10.587077107382212),(우한폐렴,10.587077107382212),(올려봐,10.587077107382212),(말로만,10.587077107382212),(딸기,10.587077107382212),(영화에,10.587077107382212),(웃을때,10.555328409067632)"
akb48,2021-09-02,"(.,21.733671958485527),(.,21.733671958485527),(=,12.099266628196016),(걸린게,10.619866930205204),(나오,10.619866930205204),(주문했는데,10.619866930205204),(끝냈다,10.587077107382212),(된거냐,10.587077107382212),(경찰에,10.555328409067632),(알겠지만,10.555328409067632),(컨셉은,10.555328409067632),(귀두,10.555328409067632),(느끼는거,10.524556750400878),(요번에,10.524556750400878),(만식이,10.524556750400878),(할거야,10.524556750400878),(팜?,10.494703787251197),(30번,10.494703787251197),(달릴,10.465716250377945),(보추랑,10.465716250377945),(유튜브가,10.465716250377945),(야하네,10.465716250377945),(.......,10.410146399223134),(물이,10.410146399223134),(히토미가,10.383478152140972),(히토미가,10.383478152140972),(이사,10.357502665737712),(않나요?,10.332184857753422),(12월,10.332184857753422),(하이브걸스,10.332184857753422),(아으,10.30749224516305),(사쿠노키,10.28339469358399),(사쿠노키,10.28339469358399),(사쿠노키,10.28339469358399),(사쿠노키,10.28339469358399),(사쿠노키,10.28339469358399),(사쿠노키,10.28339469358399),(사쿠노키,10.28339469358399),(사쿠노키,10.28339469358399),(김에,10.28339469358399)"
ani1_new1,2021-08-29,"(어쩌고,25.855160789985238),(.,21.733671958485527),(t,19.991425242264416),(님,18.500759374803387),(팔,16.815872410958576),(날,15.112952016354793),(<-,13.332124781524204),(그러나,10.619866930205204),(v,10.619866930205204),(구독권,10.619866930205204),(시켜줘,10.619866930205204),(붙네,10.619866930205204),(해본적,10.619866930205204),(만들어주면,10.619866930205204),(결말이,10.619866930205204),(옆자리,10.587077107382212),(샀다가,10.587077107382212),(옆자리,10.587077107382212),(옆자리,10.587077107382212),(옆자리,10.587077107382212),(옆자리,10.587077107382212),(세상의,10.587077107382212),(ㅋㅋ.,10.555328409067632),(샀어,10.555328409067632),(머하지,10.555328409067632),(기어,10.555328409067632),(없애면,10.555328409067632),(아야야,10.555328409067632),(연결,10.555328409067632),(아야야,10.555328409067632),(아야야,10.555328409067632),(터진다는​게,10.555328409067632),(일본인이,10.555328409067632),(코노,10.524556750400878),(핑까점.......mp3,10.524556750400878),(명예,10.524556750400878),(게이밍,10.524556750400878),(그녀,10.524556750400878),(틀고,10.524556750400878),(부대찌개,10.524556750400878)"
ani1_new1,2021-08-30,"(가,31.95191236027423),(페이지,20.766956304281944),(읽고,19.632743384952786),(도,18.246449023832895),(책,17.300852567479392),(번,16.499246377474684),(보기,16.390128408973816),(마스크,16.33198477932986),(-,14.482284808790212),(백신,12.916766130290947),(노래,12.653343018475875),(한,12.133384078670984),(한,12.133384078670984),(ㅋ,11.483241648309386),(ㅋ,11.483241648309386),(기대하고,10.619866930205204),(돌릴,10.619866930205204),(모나,10.619866930205204),(미친새끼가,10.619866930205204),(앤,10.619866930205204),(감기,10.619866930205204),(나라에,10.619866930205204),(마마,10.619866930205204),(ㅜㅜㅜㅜ,10.619866930205204),(마마,10.619866930205204),(이식,10.587077107382212),(영상을,10.587077107382212),(샀다가,10.587077107382212),(줄은,10.587077107382212),(읽을,10.587077107382212),(국수,10.587077107382212),(알수있음,10.587077107382212),(써본사람,10.587077107382212),(힘든게,10.587077107382212),(겜하면서,10.555328409067632),(입양,10.555328409067632),(아야야,10.555328409067632),(침대에,10.555328409067632),(끔,10.555328409067632),(아야야,10.555328409067632)"
ani1_new1,2021-08-31,"(갤러,18.36956480983176),(나를,16.959601533417864),(어디까지,15.581165728577753),(애니,14.599277222153429),(무호흡,10.619866930205204),(고양이들,10.619866930205204),(아니었노,10.619866930205204),(모나,10.619866930205204),(어캄??,10.587077107382212),(아야야,10.555328409067632),(쳐내,10.555328409067632),(데뷔하고,10.524556750400878),(왜소한,10.524556750400878),(린제,10.494703787251197),(모기가,10.465716250377945),(강연금,10.465716250377945),(성대,10.465716250377945),(성대,10.465716250377945),(사야겠다,10.437545373411249),(듣는중,10.437545373411249),(나만의,10.410146399223134),(구경,10.410146399223134),(육개장,10.410146399223134),(육개장,10.410146399223134),(태양,10.357502665737712),(죽이기,10.357502665737712),(막는,10.332184857753422),(40분,10.332184857753422),(일어난,10.332184857753422),(얘랑,10.332184857753422),(얘랑,10.332184857753422),(타코,10.30749224516305),(비비큐,10.30749224516305),(두시간,10.30749224516305),(버,10.28339469358399),(버,10.28339469358399),(후임,10.28339469358399),(세븐일레븐,10.28339469358399),(시간은,10.236874677949096),(온도,10.214401822097038)"
ani1_new1,2021-09-01,"(ㄷ,20.330510388792025),(모임,19.545138139636),(오줌,19.0874549947783),(텔,18.338068095895483),(개병신,17.05600573705362),(.,14.489114638990351),(유튜브,13.53377293082168),(틀면,10.653768481880885),(무호흡,10.619866930205204),(버섯,10.619866930205204),(모나,10.619866930205204),(느낌임?,10.619866930205204),(모나,10.619866930205204),(무호흡,10.619866930205204),(조음,10.619866930205204),(도발,10.619866930205204),(어디야,10.619866930205204),(1년차,10.619866930205204),(좋아했던,10.619866930205204),(많잖아,10.619866930205204),(냉장고에,10.587077107382212),(만와,10.587077107382212),(대하여,10.587077107382212),(준비하는,10.587077107382212),(대하여,10.587077107382212),(이기기,10.587077107382212),(가볼까,10.555328409067632),(사회성,10.555328409067632),(반숙,10.555328409067632),(한거임,10.555328409067632),(아야야,10.555328409067632),(아야야,10.555328409067632),(팔아야,10.555328409067632),(메자이,10.524556750400878),(기다리는중,10.524556750400878),(공부하는,10.524556750400878),(유도,10.524556750400878),(왜소한,10.524556750400878),(인류,10.524556750400878),(백신을,10.524556750400878)"
ani1_new1,2021-09-02,"(.,14.489114638990351),(5000원,10.619866930205204),(조음,10.619866930205204),(막힘,10.587077107382212),(카오스,10.587077107382212),(원인은,10.587077107382212),(아야야,10.555328409067632),(재생,10.555328409067632),(아야야,10.555328409067632),(가볼까,10.555328409067632),(틀고,10.524556750400878),(무적이다,10.494703787251197),(맛있지,10.494703787251197),(고추가,10.465716250377945),(제목좀,10.437545373411249),(타카기,10.437545373411249),(아쿠아,10.410146399223134),(육개장,10.410146399223134),(목표는,10.383478152140972),(마시는,10.383478152140972),(딸감,10.383478152140972),(합리적,10.383478152140972),(해야하나,10.383478152140972),(곧있으면,10.357502665737712),(당,10.332184857753422),(뿐이다,10.332184857753422),(마도,10.332184857753422),(공부하기,10.30749224516305),(ㅗ,10.30749224516305),(빨통,10.30749224516305),(혹시나,10.28339469358399),(코박죽,10.236874677949096),(육수,10.214401822097038),(자야,10.214401822097038),(코스,10.192422915378263),(ㅇㅂ,10.192422915378263),(넣어,10.192422915378263),(메갈,10.1709167101573),(지금의,10.1709167101573),(깨면,10.1709167101573)"
