BEST_WORDS,GALL_ID
"아인, 아르고, 도지, 헌트, 이클",bitcoins
"ㅁㅊㅇㅍ, ㅇㄹ, 언리, 엘프, 라티카",shadowverse
"쿠크, 비아하드, 하익, 바드, 건슬",lostark
"찌모햄, 강소연, 스타, 가그, 스낳대",stream
"폴신, 폴, 씹폴, 파이널, 베벌리",nba
"폴신, 찌모햄, 폴, 씹폴, 베벌리",nba
"김정빈, 최주환, 쓱), 허관회, 이성곤",skwyverns
"두중, 베트남, 월드컵, 메시, 이란",football_new7
"베트남, 이란, 메시, 월드컵, 오타니",football_new7
"느악몽, 느꿈, 롸노, 보민이, 머두링",w_entertainer
