word,galls
철구,"(ib_new2,1753.83),(stream,6.65),(leagueoflegends4,4.43)"
시조새,"(ib_new2,1204.05)"
감바스,"(ib_new2,851.07)"
퍼스트,"[(leagueoflegends4,1773.71),(fantasy_new,27.75),(nba,11.56)"
김봉준,"(ib_new2,710.33),(top12,3.52)"
쇼메,"(leagueoflegends4,1146.38),(fantasy_new,14.07)"
케리,"(leagueoflegends4,836.93),(fantasy_new,3.52)"
케리,"(leagueoflegends4,836.93),(fantasy_new,3.52)"
디디,"(leagueoflegends4,607.15),(baseball_new10,9.02),(fantasy_new,6.01)"
