word,galls
무색,"[20210818_closers(387.73),20210818_immovables(3.01),20210818_monsterhunter(3.01),20210818_drama_new3(3.01)]"
서클,"[20210818_closers(311.91),20210818_elsword(9.67),20210818_stream(4.84),20210818_comic_new2(2.42),20210818_depression_new1(2.42),20210818_skwyverns(2.42),20210818_typemoon(2.42),20210818_d_fighter_new2(2.42)]"
신각,"[20210818_closers(251.85),20210818_lostark(3.23),20210818_samsunglions_new(3.23)]"
파벌,"[20210818_closers(153.29),20210818_comic_new2(3.01),20210818_immovables(3.01),20210818_drama_new3(3.01)]"
모리,"[20210818_closers(108.70),20210818_fashion_new1(15.26),20210818_comic_new2(3.81),20210818_blackpink(3.81),20210818_baseball_new10(3.81),20210818_grsgills(1.91),20210818_toy(1.91),20210818_japan_entertainment(1.91),20210818_ani1_new1(1.91),20210818_chicken(1.91)]"
펫,"[20210818_closers(101.57),20210818_lostark(32.07),20210818_maplestory(24.95),20210818_elsword(19.60),20210818_tr(19.60),20210818_game_mabinogi1(12.47),20210818_sdvx(3.56),20210818_m_entertainer1(3.56),20210818_mystery(3.56),20210818_stream(1.78)]"
다리털,"[20210818_closers(99.19),20210818_tr(6.01),20210818_comic_new2(3.01),20210818_maplestory(3.01)]"
슬비,[20210818_closers(94.13)]
은하,"[20210818_closers(85.21),20210818_m_entertainer1(12.78),20210818_baseball_ab2(10.65),20210818_top12(6.39),20210818_baseball_new10(6.39),20210818_gf(4.26),20210818_toy(4.26),20210818_d_fighter_new2(2.13),20210818_bns(2.13),20210818_grsgills(2.13)]"
하피,"[20210818_closers(84.40),20210818_football_new7(3.52)]"
에픽,"[20210818_closers(78.63),20210818_elsword(57.81),20210818_maplestory(34.69),20210818_d_fighter_new2(34.69),20210818_granblue(32.38),20210818_hiphop(20.81),20210818_typemoon(4.63),20210818_sdvx(2.31),20210818_stream(2.31)]"
루시,"[20210818_closers(76.69),20210818_fantasy_new(36.21),20210818_granblue(29.82),20210818_maplestory(17.04),20210818_divination(14.91),20210818_elsword(10.65),20210818_comic_new2(8.52),20210818_depression_new1(6.39),20210818_mystery(2.13),20210818_idolmaster(2.13)]"
이창선,[20210818_closers(74.52)]
소마,"[20210818_closers(72.14),20210818_comic_new2(12.02),20210818_d_fighter_new2(9.02),20210818_maplestory(9.02)]"
솔로몬,[20210818_closers(62.75)]
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"[20210818_sh_new(559.70),20210818_baseball_new10(22.55),20210818_bitcoins(6.15),20210818_ib_new2(4.10),20210818_lgtwins_new(2.05),20210818_sdvx(2.05),20210818_smartphone(2.05),20210818_top12(2.05),20210818_samsunglions_new(2.05),20210818_closers(2.05)]"
크레이,"[20210818_sh_new(113.01),20210818_giants_new2(16.14),20210818_lgtwins_new(9.69)]"
승우,"[20210818_sh_new(106.51),20210818_lgtwins_new(29.82),20210818_hanwhaeagles_new(10.65),20210818_tigers_new(8.52),20210818_lotto_new2(6.39),20210818_samsunglions_new(6.39),20210818_stream(4.26),20210818_football_new7(2.13),20210818_doosanbears_new1(2.13),20210818_ktwiz(2.13)]"
병우,"[20210818_sh_new(113.01),20210818_giants_new2(87.18),20210818_baseball_ab2(3.23)]"
초구,"[20210818_sh_new(86.95),20210818_lgtwins_new(61.26),20210818_giants_new2(43.47),20210818_baseball_new10(23.71),20210818_hanwhaeagles_new(21.74),20210818_skwyverns(21.74),20210818_baseball_ab2(19.76),20210818_tigers_new(19.76),20210818_ktwiz(15.81),20210818_samsunglions_new(5.93)]"
정후,"[20210818_sh_new(74.74),20210818_tigers_new(34.70),20210818_giants_new2(21.35),20210818_lgtwins_new(5.34),20210818_bts(2.67),20210818_baseball_new10(2.67)]"
꾀,"[20210818_sh_new(71.03),20210818_baseball_ab2(22.60),20210818_hanwhaeagles_new(3.23)]"
최원,"[20210818_sh_new(69.40),20210818_giants_new2(18.68),20210818_tigers_new(2.67),20210818_fashion_new1(2.67),20210818_lotto_new2(2.67),20210818_baseball_ab2(2.67)]"
파울,"[20210818_sh_new(66.04),20210818_baseball_new10(8.52),20210818_samsunglions_new(8.52),20210818_lgtwins_new(6.39),20210818_giants_new2(6.39),20210818_skwyverns(4.26),20210818_nba(4.26),20210818_football_new7(2.13),20210818_fifaonline(2.13),20210818_doosanbears_new1(2.13)]"
워너원,"[20210818_sh_new(63.30),20210818_baseball_new10(7.03)]"
참치,"[20210818_sh_new(68.17),20210818_giants_new2(35.01),20210818_ani1_new1(3.69),20210818_drama_new3(3.69),20210818_baseball_ab2(1.84),20210818_comic_new2(1.84),20210818_pridepc_new4(1.84),20210818_toy(1.84),20210818_w_entertainer(1.84),20210818_pumpitup(1.84)]"
말소,"[20210818_sh_new(63.56),20210818_giants_new2(16.40),20210818_lgtwins_new(12.30),20210818_tigers_new(10.25),20210818_baseball_new10(8.20),20210818_samsunglions_new(6.15),20210818_leagueoflegends4(4.10),20210818_hanwhaeagles_new(4.10),20210818_football_new7(2.05),20210818_doosanbears_new1(2.05)]"
준태,"[20210818_sh_new(61.35),20210818_ktwiz(12.92),20210818_giants_new2(9.69)]"
혜성,"[20210818_sh_new(64.06),20210818_giants_new2(32.03),20210818_baseball_ab2(2.67),20210818_tr(2.67),20210818_tigers_new(2.67),20210818_samsunglions_new(2.67)]"
홍원기,"[20210818_sh_new(59.78),20210818_giants_new2(31.65)]"
윤석,"[20210818_drama_new3(173.31),20210818_stock_new2(89.75),20210818_baseball_new10(43.33),20210818_giants_new2(28.88),20210818_fantasy_new(16.51),20210818_lgtwins_new(14.44),20210818_baseball_ab2(13.41),20210818_ktwiz(12.38),20210818_comic_new2(9.28),20210818_depression_new1(8.25)]"
이준,"[20210818_drama_new3(146.63),20210818_stock_new2(87.98),20210818_baseball_new10(63.54),20210818_immovables(26.39),20210818_fantasy_new(24.44),20210818_baseball_ab2(19.55),20210818_giants_new2(17.60),20210818_lgtwins_new(14.66),20210818_samsunglions_new(8.80),20210818_comic_new2(7.82)]"
갯마을,[20210818_drama_new3(164.72)]
혼사,"[20210818_drama_new3(181.34),20210818_w_entertainer(12.09),20210818_baseball_ab2(7.25),20210818_divination(4.84),20210818_baseball_new10(4.84),20210818_lgbt(4.84),20210818_gongik_new(2.42),20210818_m_entertainer1(2.42)]"
홍준표,"[20210818_drama_new3(131.69),20210818_stock_new2(82.86),20210818_baseball_new10(29.59),20210818_neostock(22.19),20210818_comic_new2(17.76),20210818_lgtwins_new(13.32),20210818_fantasy_new(10.36),20210818_baseball_ab2(8.88),20210818_idolmaster(5.92),20210818_immovables(5.92)]"
원희룡,"[20210818_drama_new3(134.13),20210818_stock_new2(62.44),20210818_fantasy_new(27.75),20210818_baseball_new10(13.88),20210818_immovables(13.88),20210818_etc_program2(4.63),20210818_giants_new2(2.31),20210818_mystery(2.31),20210818_baseball_ab2(2.31)]"
펜싱,"[20210818_drama_new3(122.78),20210818_mistertrot(29.36),20210818_m_entertainer1(18.68),20210818_baseball_new10(2.67),20210818_producex(2.67),20210818_etc_program2(2.67)]"
김선호,"[20210818_drama_new3(119.56),20210818_producex(3.52)]"
김준호,"[20210818_drama_new3(116.04),20210818_etc_program2(3.52)]"
기안,"[20210818_drama_new3(162.67),20210818_divination(13.35),20210818_baseball_new10(12.14),20210818_w_entertainer(10.93),20210818_stream(8.50),20210818_comic_new2(8.50),20210818_lgbt(8.50),20210818_car_new1(3.64),20210818_gongik_new(3.64),20210818_fantasy_new(3.64)]"
무색,"[20210818_closers(387.73),20210818_immovables(3.01),20210818_monsterhunter(3.01),20210818_drama_new3(3.01)]"
석,"[20210818_drama_new3(88.29),20210818_stock_new2(47.59),20210818_baseball_new10(42.58),20210818_baseball_ab2(26.30),20210818_lgtwins_new(21.91),20210818_lostark(19.41),20210818_fantasy_new(15.65),20210818_giants_new2(13.15),20210818_granblue(13.15),20210818_immovables(11.90)]"
열,"[20210818_drama_new3(97.25),20210818_giants_new2(70.36),20210818_stock_new2(50.91),20210818_lostark(48.63),20210818_hanwhaeagles_new(29.18),20210818_baseball_new10(24.60),20210818_fantasy_new(8.01),20210818_baseball_ab2(7.44),20210818_comic_new2(6.29),20210818_stream(6.29)]"
혜진,"[20210818_drama_new3(94.95),20210818_mistertrot(7.03)]"
줌,"[20210818_drama_new3(90.29),20210818_producex(61.08),20210818_mistertrot(59.75),20210818_w_entertainer(45.81),20210818_gongik_new(37.84),20210818_elsword(15.93),20210818_lostark(14.61),20210818_bts(14.61),20210818_hiphop(9.96),20210818_m_entertainer1(7.97)]"
무색,"[20210818_closers(387.73),20210818_immovables(3.01),20210818_monsterhunter(3.01),20210818_drama_new3(3.01)]"
버퍼,"[20210818_d_fighter_new2(652.22),20210818_lostark(3.23),20210818_elsword(3.23)]"
범수,"[20210818_hanwhaeagles_new(471.64),20210818_baseball_ab2(48.18),20210818_samsunglions_new(35.50),20210818_tigers_new(7.61),20210818_w_entertainer(5.07),20210818_lgtwins_new(5.07),20210818_grsgills(2.54)]"
미라클,"[20210818_maplestory(420.68),20210818_d_fighter_new2(2.82),20210818_ktwiz(2.82),20210818_pridepc_new4(2.82),20210818_twice_new(2.82)]"
서클,"[20210818_closers(311.91),20210818_elsword(9.67),20210818_stream(4.84),20210818_comic_new2(2.42),20210818_depression_new1(2.42),20210818_skwyverns(2.42),20210818_typemoon(2.42),20210818_d_fighter_new2(2.42)]"
신각,"[20210818_closers(251.85),20210818_lostark(3.23),20210818_samsunglions_new(3.23)]"
오베론,"[20210818_typemoon(871.78),20210818_elsword(12.92),20210818_idolmaster(3.23)]"
혼사,"[20210818_drama_new3(181.34),20210818_w_entertainer(12.09),20210818_baseball_ab2(7.25),20210818_divination(4.84),20210818_baseball_new10(4.84),20210818_lgbt(4.84),20210818_gongik_new(2.42),20210818_m_entertainer1(2.42)]"
이우,"[20210818_maplestory(309.97),20210818_lgtwins_new(6.46),20210818_bitcoins(3.23)]"
윤석,"[20210818_drama_new3(173.31),20210818_stock_new2(89.75),20210818_baseball_new10(43.33),20210818_giants_new2(28.88),20210818_fantasy_new(16.51),20210818_lgtwins_new(14.44),20210818_baseball_ab2(13.41),20210818_ktwiz(12.38),20210818_comic_new2(9.28),20210818_depression_new1(8.25)]"
갯마을,[20210818_drama_new3(164.72)]
기안,"[20210818_drama_new3(162.67),20210818_divination(13.35),20210818_baseball_new10(12.14),20210818_w_entertainer(10.93),20210818_stream(8.50),20210818_comic_new2(8.50),20210818_lgbt(8.50),20210818_car_new1(3.64),20210818_gongik_new(3.64),20210818_fantasy_new(3.64)]"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"[20210818_sh_new(559.70),20210818_baseball_new10(22.55),20210818_bitcoins(6.15),20210818_ib_new2(4.10),20210818_lgtwins_new(2.05),20210818_sdvx(2.05),20210818_smartphone(2.05),20210818_top12(2.05),20210818_samsunglions_new(2.05),20210818_closers(2.05)]"
안붕,"[20210818_comic_new2(1012.75),20210818_typemoon(24.62)]"
원희룡,"[20210818_drama_new3(134.13),20210818_stock_new2(62.44),20210818_fantasy_new(27.75),20210818_baseball_new10(13.88),20210818_immovables(13.88),20210818_etc_program2(4.63),20210818_giants_new2(2.31),20210818_mystery(2.31),20210818_baseball_ab2(2.31)]"
凸,[20210818_etc_program2(502.01)]
예서,"[20210818_etc_program2(141.27),20210818_grsgills(93.18),20210818_w_entertainer(6.01),20210818_akb48(3.01)]"
천신,"[20210818_grsgills(183.35),20210818_etc_program2(129.24),20210818_winkgall(3.01),20210818_touhou(3.01)]"
예영,"[20210818_etc_program2(109.01),20210818_grsgills(49.23)]"
복어,"[20210818_grsgills(138.26),20210818_etc_program2(108.20),20210818_lgtwins_new(3.01),20210818_d_fighter_new2(3.01)]"
미유,"[20210818_etc_program2(84.40),20210818_grsgills(10.55)]"
이혜원,"[20210818_etc_program2(80.72),20210818_grsgills(32.29),20210818_twice_new(3.23)]"
지용,"[20210818_etc_program2(76.07),20210818_elsword(17.75),20210818_lgtwins_new(5.07),20210818_twice_new(2.54),20210818_blackpink(2.54),20210818_comic_new2(2.54),20210818_football_new7(2.54)]"
키즈,"[20210818_etc_program2(74.56),20210818_twice_new(19.17),20210818_comic_new2(6.39),20210818_game_mabinogi1(4.26),20210818_fashion_new1(4.26),20210818_giants_new2(4.26),20210818_redvelvet(2.13),20210818_producex(2.13),20210818_diet(2.13),20210818_samsunglions_new(2.13)]"
토미,"[20210818_etc_program2(72.56),20210818_top12(62.01),20210818_grsgills(55.41),20210818_akb48(48.81),20210818_comic_new2(22.43),20210818_w_entertainer(9.23),20210818_football_new7(6.60),20210818_maplestory(5.28),20210818_diet(5.28),20210818_samsunglions_new(3.96)]"
매출,"[20210818_etc_program2(58.27),20210818_granblue(12.14),20210818_w_entertainer(12.14),20210818_typemoon(10.93),20210818_neostock(7.28),20210818_cs_new1(6.07),20210818_idolmaster(6.07),20210818_twice_new(4.86),20210818_divination(3.64),20210818_grsgills(3.64)]"
온콘,"[20210818_etc_program2(45.71),20210818_w_entertainer(14.07)]"
앨범,"[20210818_hiphop(131.07),20210818_top12(74.68),20210818_w_entertainer(67.06),20210818_redvelvet(53.34),20210818_etc_program2(30.48),20210818_grsgills(13.72),20210818_baseball_new10(13.72),20210818_mistertrot(7.62),20210818_iu_new(7.62),20210818_twice_new(6.10)]"
블핑,"[20210818_etc_program2(39.07),20210818_blackpink(9.02),20210818_ib_new2(6.01),20210818_grsgills(3.01)]"
래니,"[20210818_grsgills(150.31),20210818_etc_program2(60.13),20210818_baseball_new10(11.56),20210818_winkgall(4.63),20210818_akb48(4.63),20210818_gf(2.31),20210818_twice_new(2.31),20210818_producex(2.31),20210818_mistertrot(2.31)]"
범수,"[20210818_hanwhaeagles_new(471.64),20210818_baseball_ab2(48.18),20210818_samsunglions_new(35.50),20210818_tigers_new(7.61),20210818_w_entertainer(5.07),20210818_lgtwins_new(5.07),20210818_grsgills(2.54)]"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"[20210818_sh_new(559.70),20210818_baseball_new10(22.55),20210818_bitcoins(6.15),20210818_ib_new2(4.10),20210818_lgtwins_new(2.05),20210818_sdvx(2.05),20210818_smartphone(2.05),20210818_top12(2.05),20210818_samsunglions_new(2.05),20210818_closers(2.05)]"
초상,"[20210818_elsword(322.88),20210818_neostock(3.23),20210818_toy(3.23)]"
김태연,"[20210818_hanwhaeagles_new(192.18),20210818_samsunglions_new(8.01),20210818_baseball_ab2(2.67),20210818_ktwiz(2.67),20210818_skwyverns(2.67),20210818_giants_new2(2.67)]"
이성열,"[20210818_hanwhaeagles_new(166.58),20210818_doosanbears_new1(22.59),20210818_ncdinos(2.82),20210818_ktwiz(2.82),20210818_giants_new2(2.82)]"
주석,"[20210818_hanwhaeagles_new(157.21),20210818_baseball_ab2(7.61),20210818_giants_new2(5.07),20210818_drama_new3(2.54),20210818_ktwiz(2.54),20210818_lotto_new2(2.54),20210818_lgtwins_new(2.54)]"
혼사,"[20210818_drama_new3(181.34),20210818_w_entertainer(12.09),20210818_baseball_ab2(7.25),20210818_divination(4.84),20210818_baseball_new10(4.84),20210818_lgbt(4.84),20210818_gongik_new(2.42),20210818_m_entertainer1(2.42)]"
凸,[20210818_etc_program2(502.01)]
갯마을,[20210818_drama_new3(164.72)]
은퇴식,"[20210818_hanwhaeagles_new(124.23),20210818_doosanbears_new1(8.47),20210818_giants_new2(5.65),20210818_leagueoflegends4(2.82),20210818_ib_new2(2.82)]"
기무라,"[20210818_granblue(271.22),20210818_idolmaster(16.14),20210818_typemoon(3.23)]"
김범수,"[20210818_hanwhaeagles_new(148.20),20210818_samsunglions_new(21.74),20210818_baseball_ab2(11.86),20210818_tigers_new(9.88),20210818_lotto_new2(7.90),20210818_lgtwins_new(5.93),20210818_skwyverns(5.93),20210818_ktwiz(3.95),20210818_grsgills(1.98),20210818_arbeit(1.98)]"
기안,"[20210818_drama_new3(162.67),20210818_divination(13.35),20210818_baseball_new10(12.14),20210818_w_entertainer(10.93),20210818_stream(8.50),20210818_comic_new2(8.50),20210818_lgbt(8.50),20210818_car_new1(3.64),20210818_gongik_new(3.64),20210818_fantasy_new(3.64)]"
윤호,"[20210818_hanwhaeagles_new(116.04),20210818_samsunglions_new(7.03)]"
윤석,"[20210818_drama_new3(173.31),20210818_stock_new2(89.75),20210818_baseball_new10(43.33),20210818_giants_new2(28.88),20210818_fantasy_new(16.51),20210818_lgtwins_new(14.44),20210818_baseball_ab2(13.41),20210818_ktwiz(12.38),20210818_comic_new2(9.28),20210818_depression_new1(8.25)]"
초상,"[20210818_elsword(322.88),20210818_neostock(3.23),20210818_toy(3.23)]"
닉스,"[20210818_elsword(165.49),20210818_neostock(13.35),20210818_sdvx(2.67),20210818_lotto_new2(2.67),20210818_loan_new1(2.67),20210818_nba(2.67)]"
코크,"[20210818_elsword(145.30),20210818_comic_new2(3.23),20210818_baseball_new10(3.23)]"
둥지,"[20210818_elsword(129.24),20210818_comic_new2(3.01),20210818_bts(3.01),20210818_fantasy_new(3.01)]"
셀레,"[20210818_elsword(113.31),20210818_w_entertainer(4.63),20210818_idolmaster(4.63),20210818_blackpink(2.31),20210818_lostark(2.31),20210818_sdvx(2.31),20210818_nba(2.31),20210818_top12(2.31),20210818_neostock(2.31)]"
마공,"[20210818_elsword(110.11),20210818_game_mabinogi1(25.41),20210818_toy(5.65),20210818_fantasy_new(2.82),20210818_bts(2.82)]"
시너지,"[20210818_elsword(106.51),20210818_d_fighter_new2(68.17),20210818_lostark(14.91),20210818_leagueoflegends4(4.26),20210818_top12(4.26),20210818_grsgills(2.13),20210818_etc_program2(2.13),20210818_mabi_heroes2(2.13),20210818_fantasy_new(2.13),20210818_nba(2.13)]"
메타,"[20210818_elsword(109.50),20210818_leagueoflegends4(46.17),20210818_granblue(21.11),20210818_bitcoins(13.19),20210818_d_fighter_new2(11.87),20210818_pokemon(9.23),20210818_coronavirus(9.23),20210818_neostock(7.92),20210818_lostark(5.28),20210818_maplestory(5.28)]"
에센,[20210818_elsword(86.28)]
던전,"[20210818_elsword(83.91),20210818_lostark(38.14),20210818_d_fighter_new2(20.98),20210818_game_mabinogi1(19.07),20210818_typemoon(17.16),20210818_mabi_heroes2(11.44),20210818_closers(9.54),20210818_ff14(9.54),20210818_comic_new2(7.63),20210818_ani1_new1(3.81)]"
딜,"[20210818_lostark(197.41),20210818_leagueoflegends4(93.59),20210818_elsword(92.80),20210818_d_fighter_new2(54.27),20210818_stream(27.53),20210818_typemoon(26.74),20210818_ff14(23.59),20210818_mabi_heroes2(21.23),20210818_maplestory(16.52),20210818_granblue(7.86)]"
팟,"[20210818_lostark(278.81),20210818_stream(106.57),20210818_elsword(86.59),20210818_ff14(30.45),20210818_fantasy_new(23.79),20210818_d_fighter_new2(19.98),20210818_closers(14.27),20210818_maplestory(10.47),20210818_earphone(9.52),20210818_pokemon(6.66)]"
마클,[20210818_elsword(78.44)]
홍예,[20210818_elsword(78.44)]
공명,"[20210818_elsword(74.74),20210818_lostark(16.02),20210818_typemoon(13.35),20210818_tr(8.01),20210818_ff14(5.34),20210818_fantasy_new(2.67)]"
몽고메리,"[20210818_samsunglions_new(203.50),20210818_hanwhaeagles_new(27.75),20210818_lotto_new2(27.75),20210818_baseball_ab2(18.50),20210818_skwyverns(4.63),20210818_tigers_new(2.31),20210818_blackpink(2.31),20210818_doosanbears_new1(2.31),20210818_lgtwins_new(2.31)]"
불펜,"[20210818_samsunglions_new(202.15),20210818_lgtwins_new(64.84),20210818_giants_new2(53.40),20210818_tigers_new(32.42),20210818_sh_new(26.70),20210818_hanwhaeagles_new(19.07),20210818_lotto_new2(9.54),20210818_baseball_ab2(9.54),20210818_ktwiz(5.72),20210818_ncdinos(3.81)]"
몽고,"[20210818_samsunglions_new(171.67),20210818_lotto_new2(12.09),20210818_baseball_ab2(7.25),20210818_hanwhaeagles_new(7.25),20210818_cs_new1(4.84),20210818_comic_new2(4.84),20210818_w_entertainer(2.42),20210818_giants_new2(2.42)]"
혼사,"[20210818_drama_new3(181.34),20210818_w_entertainer(12.09),20210818_baseball_ab2(7.25),20210818_divination(4.84),20210818_baseball_new10(4.84),20210818_lgbt(4.84),20210818_gongik_new(2.42),20210818_m_entertainer1(2.42)]"
갯마을,[20210818_drama_new3(164.72)]
탁주,"[20210818_samsunglions_new(140.66),20210818_mistertrot(3.52)]"
상수,"[20210818_samsunglions_new(120.96),20210818_baseball_ab2(43.05),20210818_hanwhaeagles_new(16.40),20210818_lotto_new2(4.10),20210818_tigers_new(4.10),20210818_ncdinos(2.05),20210818_blackpink(2.05),20210818_pridepc_new4(2.05),20210818_skwyverns(2.05),20210818_kart(2.05)]"
기무라,"[20210818_granblue(271.22),20210818_idolmaster(16.14),20210818_typemoon(3.23)]"
기안,"[20210818_drama_new3(162.67),20210818_divination(13.35),20210818_baseball_new10(12.14),20210818_w_entertainer(10.93),20210818_stream(8.50),20210818_comic_new2(8.50),20210818_lgbt(8.50),20210818_car_new1(3.64),20210818_gongik_new(3.64),20210818_fantasy_new(3.64)]"
풍기,"[20210818_samsunglions_new(128.12),20210818_giants_new2(10.68),20210818_comic_new2(2.67),20210818_baseball_ab2(2.67),20210818_hanwhaeagles_new(2.67),20210818_lgtwins_new(2.67)]"
윤석,"[20210818_drama_new3(173.31),20210818_stock_new2(89.75),20210818_baseball_new10(43.33),20210818_giants_new2(28.88),20210818_fantasy_new(16.51),20210818_lgtwins_new(14.44),20210818_baseball_ab2(13.41),20210818_ktwiz(12.38),20210818_comic_new2(9.28),20210818_depression_new1(8.25)]"
졸,"[20210818_baseball_ab2(154.36),20210818_akb48(9.23),20210818_lotto_new2(5.28),20210818_boardgame(3.96),20210818_depression_new1(3.96),20210818_gongik_new(2.64),20210818_d_fighter_new2(2.64),20210818_maplestory(2.64),20210818_divination(2.64),20210818_comic_new2(2.64)]"
이닝,"[20210818_lgtwins_new(226.94),20210818_samsunglions_new(135.40),20210818_giants_new2(70.56),20210818_baseball_ab2(53.40),20210818_tigers_new(40.05),20210818_ktwiz(38.14),20210818_hanwhaeagles_new(38.14),20210818_sh_new(20.98),20210818_skwyverns(13.35),20210818_doosanbears_new1(13.35)]"
소양,"[20210818_granblue(235.61),20210818_gongik_new(7.03)]"
강민호,"[20210818_samsunglions_new(151.25),20210818_hanwhaeagles_new(31.95),20210818_giants_new2(21.30),20210818_lotto_new2(12.78),20210818_tigers_new(6.39),20210818_doosanbears_new1(6.39),20210818_baseball_ab2(4.26),20210818_ktwiz(2.13),20210818_sh_new(2.13),20210818_baseball_new10(2.13)]"
츄,"[20210818_baseball_new10(125.92),20210818_blackpink(6.46),20210818_giants_new2(3.23)]"
김민주,"[20210818_top12(307.04),20210818_grsgills(299.41),20210818_baseball_new10(165.92),20210818_akb48(28.61),20210818_etc_program2(19.07),20210818_w_entertainer(9.54),20210818_ib_new2(7.63),20210818_drama_new3(5.72),20210818_leagueoflegends4(3.81),20210818_bts(1.91)]"
폭격,"[20210818_baseball_new10(117.28),20210818_lostark(17.25),20210818_baseball_ab2(8.62),20210818_giants_new2(5.17),20210818_depression_new1(3.45),20210818_loan_new1(3.45),20210818_sdvx(3.45),20210818_pridepc_new4(3.45),20210818_leagueoflegends4(1.72),20210818_grsgills(1.72)]"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"[20210818_baseball_new10(118.48),20210818_ib_new2(7.25),20210818_neostock(4.84),20210818_stream(4.84),20210818_bitcoins(2.42),20210818_granblue(2.42),20210818_hanwhaeagles_new(2.42),20210818_lgtwins_new(2.42)]"
야붕이,"[20210818_baseball_new10(114.22),20210818_immovables(3.01),20210818_car_new1(3.01),20210818_neostock(3.01)]"
탈레반,"[20210818_baseball_new10(112.23),20210818_comic_new2(61.14),20210818_baseball_ab2(38.32),20210818_drama_new3(26.01),20210818_fantasy_new(18.71),20210818_neostock(16.88),20210818_idolmaster(13.23),20210818_stock_new2(10.04),20210818_ib_new2(8.21),20210818_immovables(8.21)]"
무지개반사,[20210818_baseball_new10(98.05)]
범수,"[20210818_hanwhaeagles_new(471.64),20210818_baseball_ab2(48.18),20210818_samsunglions_new(35.50),20210818_tigers_new(7.61),20210818_w_entertainer(5.07),20210818_lgtwins_new(5.07),20210818_grsgills(2.54)]"
아랑누나,[20210818_baseball_new10(86.28)]
야수,"[20210818_baseball_new10(106.93),20210818_samsunglions_new(41.39),20210818_tigers_new(39.67),20210818_giants_new2(20.70),20210818_lgtwins_new(18.97),20210818_bitcoins(12.07),20210818_hanwhaeagles_new(6.90),20210818_sh_new(6.90),20210818_ncdinos(5.17),20210818_ktwiz(3.45)]"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"[20210818_baseball_new10(85.83),20210818_ib_new2(17.81),20210818_bitcoins(8.10),20210818_top12(4.86),20210818_grsgills(4.86),20210818_baseball_ab2(4.86),20210818_sh_new(4.86),20210818_lgtwins_new(4.86),20210818_comic_new2(3.24),20210818_football_new7(3.24)]"
야,"[20210818_baseball_new10(73.61),20210818_comic_new2(6.96),20210818_idolmaster(5.06),20210818_maplestory(4.43),20210818_fantasy_new(4.30),20210818_lgtwins_new(3.54),20210818_bitcoins(3.04),20210818_leagueoflegends4(2.91),20210818_stream(2.40),20210818_lostark(2.28)]"
ㄴ,"[20210818_baseball_new10(73.06),20210818_comic_new2(10.69),20210818_fantasy_new(5.35),20210818_giants_new2(5.35),20210818_maplestory(5.35),20210818_leagueoflegends4(3.56),20210818_idolmaster(3.56),20210818_closers(3.56),20210818_kancolle(1.78),20210818_exam_new2(1.78)]"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"[20210818_baseball_new10(72.07),20210818_ib_new2(5.34),20210818_bitcoins(2.67),20210818_sh_new(2.67),20210818_d_fighter_new2(2.67),20210818_tigers_new(2.67)]"
비추폭격,[20210818_baseball_new10(70.60)]
폴드,"[20210818_smartphone(249.33),20210818_comic_new2(22.86),20210818_idolmaster(13.07),20210818_samsunglions_new(6.53),20210818_baseball_new10(6.53),20210818_car_new1(5.44),20210818_neostock(4.36),20210818_extra(4.36),20210818_tabletpc(4.36),20210818_drama_new3(4.36)]"
플립,"[20210818_smartphone(255.32),20210818_drama_new3(23.87),20210818_m_entertainer1(23.87),20210818_comic_new2(20.25),20210818_baseball_new10(15.19),20210818_idolmaster(10.85),20210818_producex(6.51),20210818_bts(5.79),20210818_neostock(5.06),20210818_extra(5.06)]"
삼성,"[20210818_smartphone(152.69),20210818_samsunglions_new(61.74),20210818_lotto_new2(41.16),20210818_neostock(29.87),20210818_tabletpc(27.88),20210818_comic_new2(14.61),20210818_car_new1(9.96),20210818_idolmaster(9.96),20210818_pridepc_new4(7.97),20210818_baseball_new10(7.97)]"
불펜,"[20210818_samsunglions_new(202.15),20210818_lgtwins_new(64.84),20210818_giants_new2(53.40),20210818_tigers_new(32.42),20210818_sh_new(26.70),20210818_hanwhaeagles_new(19.07),20210818_lotto_new2(9.54),20210818_baseball_ab2(9.54),20210818_ktwiz(5.72),20210818_ncdinos(3.81)]"
